"MotifID","Position","Strand","Frm","Coverage","n_samples"
4205,2772510,"-",98.0563106796116,103,2
4206,2773968,"-",100,104,2
4207,2775232,"-",97.6494117647059,85,2
4208,2776561,"-",86.6698333333333,60,2
4209,2779677,"-",98.75075,80,2
4210,2780494,"-",96.67,60,2
4211,2781633,"-",97.7020689655172,87,2
4212,2781786,"-",100,90,2
4213,2782449,"-",95.8361111111111,72,2
4214,2784170,"-",100,88,2
4215,2786482,"-",100,88,2
4216,2786506,"-",97.2208333333333,72,2
4217,2787276,"-",98.9890909090909,99,2
4218,2788861,"-",100,90,2
4219,2789922,"-",98.4359375,64,2
4220,2789982,"-",100,79,2
4221,2790165,"-",100,81,2
4222,2791536,"-",94.2307692307692,52,2
4223,2794002,"-",93.4206578947368,76,2
4224,2795402,"-",97.5904819277108,83,2
4225,2796977,"-",97.7530337078652,89,2
4226,2799452,"-",96.3850602409639,83,2
4227,2799644,"-",95.947027027027,74,2
4228,2802028,"-",100,64,2
4229,2802839,"-",94.5931081081081,74,2
4230,2803889,"-",95.2403571428571,84,2
4231,2804576,"-",94.3411320754717,106,2
4232,2804624,"-",99.0211764705882,102,2
4233,2806002,"-",99.0491428571429,105,2
4234,2810260,"-",98.89,90,2
4235,2810664,"-",92.190625,64,2
4236,2813712,"-",100,124,2
4237,2814531,"-",99.0810091743119,109,2
4238,2817908,"-",100,97,2
4239,2820606,"-",100,104,2
4240,2821168,"-",95.6047252747253,91,2
4241,2823310,"-",100,87,2
4242,2823490,"-",98.75075,80,2
4243,2824618,"-",98.5098507462687,67,2
4244,2824981,"-",100,90,2
4245,2828226,"-",98.5737142857143,70,2
4246,2828301,"-",100,76,2
4247,2829175,"-",100,59,2
4248,2829745,"-",94.7357894736842,57,2
4249,2833674,"-",98.4390625,64,2
4250,2836845,"-",87.7555102040816,49,2
4251,2838506,"-",100,68,2
4252,2842209,"-",90.7902631578947,76,2
4253,2845380,"-",97.1405714285714,70,2
4254,2849115,"-",96.8753125,64,2
4255,2849312,"-",94.6414285714286,56,2
4256,2850124,"-",100,61,2
4257,2852402,"-",100,66,2
4258,2854440,"-",93.0211627906977,43,2
4259,2855306,"-",100,53,2
4260,2855450,"-",100,64,2
4261,2857960,"-",97.1852112676056,71,2
4262,2858056,"-",100,70,2
4263,2859848,"-",96.7213114754098,61,2
4264,2860021,"-",100,71,2
4265,2860705,"-",80.0006666666667,45,2
4266,2861195,"-",100,75,2
4267,2861408,"-",98.53,68,2
4268,2864179,"-",98.6682666666667,75,2
4269,2868434,"-",100,68,2
4270,2869174,"-",100,88,2
4271,2878547,"-",98.9372340425532,94,2
4272,2880578,"-",98.7036363636364,77,2
4273,2881259,"-",96.4718823529412,85,2
4274,2882021,"-",100,73,2
4275,2884415,"-",98.75125,80,2
4276,2885261,"-",96.1538461538462,52,2
4277,2887424,"-",97.8,91,2
4278,2889955,"-",100,73,2
4279,2891463,"-",97.5005,80,2
4280,2893189,"-",100,64,2
4281,2894006,"-",100,55,2
4282,2896552,"-",98.9690721649485,97,2
4283,2898679,"-",100,81,2
4284,2900323,"-",93.1493150684932,73,2
4285,2903293,"-",91.8332653061224,49,2
4286,2904830,"-",98.5302941176471,68,2
4287,2905006,"-",96.87625,64,2
4288,2905798,"-",91.6658333333333,72,2
4289,2911937,"-",97.4708860759494,79,2
4290,2912426,"-",95.8915068493151,73,2
4291,2920276,"-",90.7669230769231,65,2
4292,2921503,"-",100,79,2
4293,2922933,"-",97.0108955223881,67,2
4294,2924556,"-",65.31,49,2
4295,2927491,"-",97.2978378378378,74,2
4296,2928504,"-",86.1558461538462,65,2
4297,2929270,"-",93.05375,72,2
4298,2929760,"-",98.9264516129032,93,2
4299,2929820,"-",97.9360824742268,97,2
4300,2930778,"-",100,70,2
4301,2932990,"-",98.888,90,2
4302,2940899,"-",87.5,32,2
4303,2941073,"-",100,53,2
4304,2941274,"-",97.7755555555555,45,2
4305,2942258,"-",94.7389473684211,38,2
4306,2943958,"-",95.5852941176471,68,2
4307,2945217,"-",98.7922891566265,83,2
4308,2946438,"-",97.4358974358974,78,2
4309,2950229,"-",97.2241666666667,72,2
4310,2952282,"-",94.444,90,2
4311,2955829,"-",100,100,2
4312,2957475,"-",97.499125,80,2
4313,2957532,"-",95.3853846153846,65,2
4314,2963313,"-",94.7921875,96,2
4315,2964186,"-",97.3685964912281,114,2
4316,2965148,"-",98.8893333333333,90,2
4317,2975432,"-",98.8884444444444,90,2
4318,2980100,"-",86.11,72,2
4319,2980547,"-",96.1533333333334,78,2
4320,2981243,"-",100,111,2
4321,2981782,"-",100,81,2
4322,2981905,"-",95.061975308642,81,2
4323,2983057,"-",95.4518181818182,66,2
4324,2984307,"-",100,88,2
4325,2985172,"-",83.6769387755102,49,2
4326,2985721,"-",96.3419512195122,82,2
4327,2986597,"-",94.9140677966102,59,2
4328,2988965,"-",67.2124590163934,61,2
4329,2990620,"-",90.3653012048193,83,2
4330,2993903,"-",79.5456818181818,44,2
4331,2996788,"-",96.7421739130435,92,2
4332,2998460,"-",100,112,2
4333,2999315,"-",100,88,2
4334,2999750,"-",96.3406097560976,82,2
4335,3000317,"-",96.8764583333333,96,2
4336,3000377,"-",96.3309174311927,109,2
4337,3001995,"-",99.0981081081081,111,2
4338,3003095,"-",87.8806060606061,66,2
4339,3003714,"-",100,104,2
4340,3004426,"-",96.9253846153846,65,2
4341,3005469,"-",98.7973493975904,83,2
4342,3005786,"-",97.3329333333333,75,2
4343,3005847,"-",100,88,2
4344,3007383,"-",100,77,2
4345,3007595,"-",98.65,74,2
4346,3007904,"-",98.9374468085106,94,2
4347,3010153,"-",96.5902272727273,88,2
4348,3011985,"-",91.3065217391304,69,2
4349,3013282,"-",100,92,2
4350,3013906,"-",98.9365957446809,94,2
4351,3015533,"-",97.6458823529412,85,2
4352,3018404,"-",98.572,70,2
4353,3020839,"-",100,74,2
4354,3021043,"-",100,69,2
4355,3021838,"-",100,60,2
4356,3022129,"-",100,96,2
4357,3024906,"-",100,96,2
4358,3030113,"-",94.6646666666667,75,2
4359,3033375,"-",91.5476056338028,71,2
4360,3033756,"-",91.3806896551724,58,2
4361,3034522,"-",97.5296296296296,81,2
4362,3035380,"-",100,71,2
4363,3037095,"-",98.9595833333333,96,2
4364,3039762,"-",98.4111111111111,63,2
4365,3040812,"-",97.2245833333333,72,2
4366,3041244,"-",100,91,2
4367,3041325,"-",89.4709210526316,76,2
4368,3043502,"-",97.7279545454546,88,2
4369,3048470,"-",98.8647727272727,88,2
4370,3049853,"-",100,88,2
4371,3051447,"-",97.2590410958904,73,2
4372,3052959,"-",98.9463157894737,95,2
4373,3057563,"-",86.765,68,2
4374,3059689,"-",100,86,2
4375,3060183,"-",94.186976744186,86,2
4376,3061692,"-",97.470253164557,79,2
4377,3062807,"-",98.75075,80,2
4378,3063071,"-",98.5508695652174,69,2
4379,3064674,"-",98.572,70,2
4380,3065617,"-",94.9350632911392,79,2
4381,3066027,"-",93.5892307692308,78,2
4382,3068562,"-",98.6827631578947,76,2
4383,3070226,"-",98.7346835443038,79,2
4384,3070739,"-",94.3642253521127,71,2
4385,3071402,"-",97.5333333333333,81,2
4386,3072764,"-",96.7421739130435,92,2
4387,3076838,"-",98.7956626506024,83,2
4388,3077485,"-",98.9477894736842,95,2
4389,3077800,"-",100,83,2
4390,3080860,"-",90.6979069767442,43,2
4391,3083528,"-",100,90,2
4392,3084243,"-",95.7463829787234,47,2
4393,3092498,"-",98.7327848101266,79,2
4394,3092792,"-",94.9360759493671,79,2
4395,3093014,"-",98.9378723404255,94,2
4396,3093557,"-",98.7938554216867,83,2
4397,3094863,"-",96.9243076923077,65,2
4398,3094942,"-",98.8768539325843,89,2
4399,3099192,"-",100,76,2
4400,3099255,"-",100,82,2
4401,3099585,"-",100,83,2
4402,3099645,"-",93.3368,75,2
4403,3100086,"-",97.4006493506494,77,2
4404,3100242,"-",96.9704545454545,66,2
4405,3100689,"-",96.2279245283019,53,2
4406,3100902,"-",97.5614634146341,82,2
4407,3105932,"-",95.5888235294118,68,2
4408,3109276,"-",98.7659259259259,81,2
4409,3109949,"-",100,91,2
4410,3110456,"-",98.4616923076923,65,2
4411,3110518,"-",100,60,2
4412,3114002,"-",100,83,2
4413,3114678,"-",92.59,81,2
4414,3115007,"-",73.33,60,2
4415,3115655,"-",95.382,65,2
4416,3116189,"-",100,57,2
4417,3119045,"-",100,84,2
4418,3119583,"-",100,75,2
4419,3122875,"-",95.8345833333333,72,2
4420,3123547,"-",94.9975,80,2
4421,3123661,"-",94.4441666666667,72,2
4422,3124725,"-",95.3826153846154,65,2
4423,3126751,"-",98.5938028169014,71,2
4424,3126808,"-",98.824,85,2
4425,3129644,"-",100,62,2
4426,3135977,"-",98.4624615384615,65,2
4427,3138766,"-",97.5333333333333,81,2
4428,3139033,"-",100,98,2
4429,3139658,"-",95.3488372093023,86,2
4430,3140267,"-",98.6097222222222,72,2
4431,3142011,"-",100,85,2
4432,3142163,"-",100,98,2
4433,3144120,"-",94.8986734693877,98,2
4434,3144828,"-",100,99,2
4435,3147676,"-",96.8443157894737,95,2
4436,3148069,"-",98.7674074074074,81,2
4437,3151880,"-",100,70,2
4438,3154293,"-",100,75,2
4439,3154397,"-",83.7179069767442,43,2
4440,3156159,"-",98.7791463414634,82,2
4441,3158349,"-",94.8684615384615,78,2
4442,3159421,"-",98.89,90,2
4443,3160048,"-",98.8362790697674,86,2
4444,3165559,"-",97.3675,76,2
4445,3166743,"-",94.875,78,2
4446,3167011,"-",99.0025,100,2
4447,3168165,"-",96.6287640449438,89,2
4448,3171761,"-",95.9212244897959,49,2
4449,3173764,"-",98.8752808988764,89,2
4450,3176741,"-",99.0213725490196,102,2
4451,3181308,"-",96.4886842105263,114,2
4452,3182093,"-",99.0893636363636,110,2
4453,3185417,"-",98.3984,125,2
4454,3186529,"-",100,108,2
4455,3191383,"-",100,81,2
4456,3192734,"-",97.3694736842105,76,2
4457,3194176,"-",98.5524637681159,69,2
4458,3197398,"-",98.8524137931035,87,2
4459,3199402,"-",98.9147826086956,92,2
4460,3200313,"-",97.4366666666667,78,2
4461,3204973,"-",100,101,2
4462,3205678,"-",98.4836363636364,66,2
4463,3212038,"-",99.1393965517241,116,2
4464,3212732,"-",93.9425252525252,99,2
4465,3214307,"-",100,104,2
4466,3216255,"-",93.242972972973,74,2
4467,3216421,"-",98.8656818181818,88,2
4468,3216643,"-",81.6655,60,2
4469,3219881,"-",98.9221505376344,93,2
4470,3220543,"-",97.8740425531915,94,2
4471,3225429,"-",97.2233333333333,72,2
4472,3230690,"-",100,95,2
4473,3231020,"-",97.894,95,2
4474,3233589,"-",100,112,2
4475,3233853,"-",98.9787755102041,98,2
4476,3234475,"-",98.9340425531915,94,2
4477,3234760,"-",96.362,110,2
4478,3234808,"-",94.6212903225806,93,2
4479,3235618,"-",99.0280582524272,103,2
4480,3238888,"-",100,101,2
4481,3241847,"-",100,100,2
4482,3244004,"-",97.5634146341463,82,2
4483,3246347,"-",98.3877419354839,62,2
4484,3246470,"-",95.5854411764706,68,2
4485,3249460,"-",100,84,2
4486,3253491,"-",100,71,2
4487,3255395,"-",100,73,2
4488,3260582,"-",100,50,2
4489,3262597,"-",100,77,2
4490,3267536,"-",83.9317857142857,56,2
4491,3268904,"-",97.6720930232558,86,2
4492,3269630,"-",96.9238461538462,65,2
4493,3269726,"-",96.8222222222222,63,2
4494,3270582,"-",100,87,2
4495,3271192,"-",94.3170454545455,88,2
4496,3271810,"-",84.1247619047619,63,2
4497,3272598,"-",98.8376744186047,86,2
4498,3273292,"-",100,66,2
4499,3276706,"-",95.9956,75,2
4500,3278342,"-",96.668,90,2
4501,3278447,"-",100,101,2
4502,3279240,"-",100,99,2
4503,3281167,"-",93.2597752808989,89,2
4504,3284742,"-",100,95,2
4505,3287235,"-",97.6180952380952,84,2
4506,3287278,"-",100,89,2
4507,3293064,"-",100,94,2
4508,3296698,"-",98.7329113924051,79,2
4509,3299944,"-",95.8908219178082,73,2
4510,3301000,"-",98.6133333333333,72,2
4511,3302541,"-",98.6652,75,2
4512,3303277,"-",100,74,2
4513,3306855,"-",95,60,2
4514,3307254,"-",98.3887096774194,62,2
4515,3310394,"-",98.2456140350877,57,2
4516,3314390,"-",97.91875,48,2
4517,3318968,"-",94.6428571428571,56,2
4518,3319066,"-",100,81,2
4519,3319610,"-",100,75,2
4520,3323138,"-",100,82,2
4521,3326776,"-",98.9784693877551,98,2
4522,3330204,"-",92.5958024691358,81,2
4523,3335034,"-",97.0603921568627,102,2
4524,3335075,"-",100,79,2
4525,3335344,"-",97.8021978021978,91,2
4526,3337976,"-",100,100,2
4527,3338345,"-",100,109,2
4528,3338951,"-",96.4261904761905,84,2
4529,3340510,"-",100,116,2
4530,3344062,"-",99.009504950495,101,2
4531,3345607,"-",100,103,2
4532,3345796,"-",96.0787254901961,102,2
4533,3346210,"-",100,102,2
4534,3352534,"-",100,80,2
4535,3356377,"-",100,89,2
4536,3358275,"-",98.6998701298701,77,2
4537,3361146,"-",96.4688235294118,85,2
4538,3365637,"-",96.2953086419753,81,2
4539,3372823,"-",99.1085714285714,112,2
4540,3374251,"-",99.0220588235294,102,2
4541,3377246,"-",96.7723655913978,93,2
4542,3379053,"-",96.7046153846154,91,2
4543,3381350,"-",100,101,2
4544,3381380,"-",100,98,2
4545,3389320,"-",96.5491379310345,58,2
4546,3390322,"-",100,79,2
4547,3392789,"-",100,84,2
4548,3393896,"-",100,61,2
4549,3396361,"-",100,89,2
4550,3396837,"-",100,107,2
4551,3397222,"-",98.226814159292,113,2
4552,3397986,"-",93.94,66,2
4553,3399013,"-",99.0114851485149,101,2
4554,3407263,"-",96.2029113924051,79,2
4555,3407992,"-",97.4006493506494,77,2
4556,3411583,"-",96.1553846153846,78,2
4557,3412806,"-",100,89,2
4558,3415675,"-",90.3241935483871,62,2
4559,3418639,"-",100,68,2
4560,3418690,"-",100,69,2
4561,3420891,"-",84.4433333333333,45,2
4562,3426495,"-",91.1770588235294,34,2
4563,3428121,"-",97.9581632653061,49,2
4564,3429035,"-",100,81,2
4565,3431964,"-",96.8266666666667,63,2
4566,3434959,"-",100,90,2
4567,3437783,"-",98.9357446808511,94,2
4568,3438051,"-",91.9327419354839,62,2
4569,3438573,"-",93.2686538461539,104,2
4570,3438825,"-",95.919387755102,98,2
4571,3438984,"-",100,110,2
4572,3441424,"-",97.979898989899,99,2
4573,3443445,"-",100,85,2
4574,3444516,"-",98.733670886076,79,2
4575,3444966,"-",96.34,82,2
4576,3445032,"-",98.6494594594595,74,2
4577,3446168,"-",96.3406097560976,82,2
4578,3448546,"-",100,95,2
4579,3449303,"-",100,87,2
4580,3452875,"-",98.9821428571429,98,2
4581,3455167,"-",98.6487837837838,74,2
4582,3455414,"-",97.7510112359551,89,2
4583,3455906,"-",97.1840845070422,71,2
4584,3460700,"-",93.7515625,32,2
4585,3464438,"-",98.7781707317073,82,2
4586,3465556,"-",96.9252307692308,65,2
4587,3466507,"-",92.3103076923077,65,2
4588,3468892,"-",96.4687058823529,85,2
4589,3473865,"-",97.2743636363636,110,2
4590,3476790,"-",95.998,75,2
4591,3477591,"-",98.752,80,2
4592,3478441,"-",97.06,68,2
4593,3482360,"-",96.9076288659794,97,2
4594,3486448,"-",100,64,2
4595,3490876,"-",94.5047252747253,91,2
4596,3491143,"-",95.893698630137,73,2
4597,3492929,"-",87.1805128205128,39,2
4598,3493641,"-",97.8522580645161,93,2
4599,3495741,"-",97.1807042253521,71,2
4600,3496234,"-",100,81,2
4601,3498725,"-",99.075,108,2
4602,3501640,"-",97.6183333333333,84,2
4603,3503227,"-",90.6983720930233,86,2
4604,3504237,"-",100,96,2
4605,3508733,"-",98.8372093023256,86,2
4606,3510019,"-",100,88,2
4607,3511256,"-",100,73,2
4608,3516558,"-",100,84,2
4609,3516615,"-",100,86,2
4610,3521177,"-",100,65,2
4611,3523811,"-",91.9996,50,2
4612,3525209,"-",100,77,2
4613,3525239,"-",100,71,2
4614,3526392,"-",79.0686046511628,43,2
4615,3527523,"-",98.6306849315068,73,2
4616,3527938,"-",94.2344230769231,52,2
4617,3534763,"-",90.5381081081081,74,2
4618,3535655,"-",98.3608196721312,61,2
4619,3541541,"-",98.6105555555555,72,2
4620,3541643,"-",96.227358490566,53,2
4621,3544475,"-",100,96,2
4622,3544707,"-",98.938085106383,94,2
4623,3545932,"-",93.5217592592593,108,2
4624,3549618,"-",97.7768888888889,90,2
4625,3551088,"-",91.6638888888889,72,2
4626,3552776,"-",100,90,2
4627,3558554,"-",98.9134782608696,92,2
4628,3558698,"-",94.8051948051948,77,2
4629,3558882,"-",96.8266666666667,63,2
4630,3559929,"-",100,96,2
4631,3560481,"-",100,90,2
4632,3560918,"-",100,79,2
4633,3561804,"-",97.5025,80,2
4634,3562119,"-",100,85,2
4635,3564665,"-",100,84,2
4636,3565196,"-",100,90,2
4637,3566424,"-",96.7401086956522,92,2
4638,3568850,"-",99.0677570093458,107,2
4639,3570116,"-",100,107,2
4640,3571599,"-",100,104,2
4641,3571683,"-",100,108,2
4642,3571737,"-",100,110,2
4643,3572478,"-",97.7768888888889,90,2
4644,3572859,"-",94.4413888888889,72,2
4645,3572895,"-",100,110,2
4646,3574609,"-",75.0014285714286,84,2
4647,3574843,"-",96.7724731182796,93,2
4648,3579366,"-",95.8314583333333,96,2
4649,3584714,"-",97.5598780487805,82,2
4650,3589514,"-",100,94,2
4651,3593336,"-",100,85,2
4652,3594344,"-",97.2194444444444,72,2
4653,3600384,"-",98.6133333333333,72,2
4654,3604843,"-",100,69,2
4655,3605195,"-",100,57,2
4656,3609864,"-",97.3,74,2
4657,3609876,"-",97.3665789473684,76,2
4658,3611183,"-",100,80,2
4659,3618596,"-",100,86,2
4660,3623332,"-",88.5694285714286,70,2
4661,3624496,"-",96.908762886598,97,2
4662,3625609,"-",100,78,2
4663,3625825,"-",100,95,2
4664,3628189,"-",98.8906666666667,90,2
4665,3629350,"-",98.9455789473684,95,2
4666,3629396,"-",97.8013186813187,91,2
4667,3630569,"-",98.8066666666666,84,2
4668,3632965,"-",100,106,2
4669,3635037,"-",96.0754901960784,51,2
4670,3636505,"-",98.8256470588235,85,2
4671,3637573,"-",97.6451764705882,85,2
4672,3640743,"-",98.57,70,2
4673,3644829,"-",99.009900990099,101,2
4674,3645646,"-",100,92,2
4675,3645742,"-",98.6323287671233,73,2
4676,3650764,"-",93.3325,60,2
4677,3651341,"-",98.6674666666667,75,2
4678,3657502,"-",100,77,2
4679,3657781,"-",98.9258064516129,93,2
4680,3658069,"-",98.7674074074074,81,2
4681,3658760,"-",98.9024175824176,91,2
4682,3660921,"-",98.7674074074074,81,2
4683,3668662,"-",100,113,2
4684,3671590,"-",95.3502325581395,86,2
4685,3674160,"-",95.8904109589041,73,2
4686,3675152,"-",100,96,2
4687,3675961,"-",100,102,2
4688,3681388,"-",92.309010989011,91,2
4689,3683770,"-",99.0669158878505,107,2
4690,3684342,"-",100,127,2
4691,3686157,"-",100,123,2
4692,3686658,"-",100,120,2
4693,3687036,"-",94.8464948453608,97,2
4694,3688062,"-",98.949052631579,95,2
4695,3688335,"-",100,98,2
4696,3688968,"-",96.9711111111111,99,2
4697,3689715,"-",98.8116666666667,84,2
4698,3691746,"-",73.4680612244898,98,2
4699,3692311,"-",96.3861445783132,83,2
4700,3692566,"-",98.936170212766,94,2
4701,3695801,"-",87.5017857142857,56,2
4702,3706895,"-",94.1741747572815,103,2
4703,3707111,"-",100,131,2
4704,3707549,"-",100,156,2
4705,3707846,"-",98.1149056603774,106,2
4706,3708014,"-",91.2323684210526,114,2
4707,3708241,"-",97.0897087378641,103,2
4708,3710705,"-",100,116,2
4709,3713768,"-",98.3734146341463,123,2
4710,3714235,"-",98.3333333333333,120,2
4711,3714256,"-",99.1727272727273,121,2
4712,3716834,"-",99.2984615384615,143,2
4713,3717169,"-",92.6224590163935,122,2
4714,3717560,"-",95.5922794117647,136,2
4715,3719538,"-",100,127,2
4716,3720825,"-",90.5656603773585,106,2
4717,3727292,"-",96.1490384615385,104,2
4718,3731208,"-",100,142,2
4719,3731352,"-",100,127,2
4720,3733046,"-",98.2159821428571,112,2
4721,3733840,"-",100,120,2
4722,3738740,"-",100,117,2
4723,3738949,"-",100,113,2
4724,3740725,"-",95.3709259259259,108,2
4725,3748572,"-",98.4968421052632,133,2
4726,3748668,"-",97.4341025641026,117,2
4727,3749799,"-",98.7809756097561,82,2
4728,3752840,"-",98.3229411764706,119,2
4729,3754420,"-",95.7628813559322,118,2
4730,3757449,"-",89.0079120879121,91,2
4731,3758314,"-",99.1860975609756,123,2
4732,3760309,"-",100,135,2
4733,3766271,"-",99.1525423728814,118,2
4734,3770591,"-",98.1472222222222,108,2
4735,3770698,"-",100,138,2
4736,3771708,"-",91.0437313432836,67,2
4737,3773937,"-",96.1538461538462,104,2
4738,3774689,"-",100,111,2
4739,3777197,"-",100,105,2
4740,3778974,"-",100,117,2
4741,3780958,"-",98.3075423728814,118,2
4742,3786026,"-",93.1497260273973,73,2
4743,3786590,"-",96.2252830188679,106,2
4744,3788384,"-",99.0205882352941,102,2
4745,3791919,"-",93.2602247191011,89,2
4746,3792797,"-",97.1956074766355,107,2
4747,3792901,"-",98.1825454545454,55,2
4748,3798539,"-",97.0859223300971,103,2
4749,3798947,"-",100,104,2
4750,3800663,"-",95.7931578947369,95,2
4751,3801002,"-",100,101,2
4752,3804581,"-",96.5137209302326,86,2
4753,3806150,"-",100,70,2
4754,3809340,"-",82.4533333333333,57,2
4755,3813211,"-",98.9477894736842,95,2
4756,3813306,"-",93.4769565217391,46,2
4757,3814335,"-",100,80,2
4758,3816411,"-",100,114,2
4759,3816972,"-",97.504,80,2
4760,3817722,"-",94.5476363636364,55,2
4761,3821656,"-",100,94,2
4762,3822331,"-",99.0899090909091,110,2
4763,3822432,"-",92.4272727272727,66,2
4764,3824839,"-",100,110,2
4765,3824917,"-",99.1153982300885,113,2
4766,3825712,"-",99.220625,128,2
4767,3826643,"-",87.3707368421053,95,2
4768,3827323,"-",97.0885436893204,103,2
4769,3833117,"-",100,92,2
4770,3833954,"-",96.9057731958763,97,2
4771,3835637,"-",99.0114851485149,101,2
4772,3837485,"-",98.8390697674419,86,2
4773,3840353,"-",98.8654545454545,88,2
4774,3842107,"-",98.6847368421053,76,2
4775,3842667,"-",97.3344,75,2
4776,3844153,"-",100,113,2
4777,3844515,"-",97.676511627907,86,2
4778,3847002,"-",100,106,2
4779,3847923,"-",94.9,98,2
4780,3850157,"-",96.3861445783132,83,2
4781,3854949,"-",99.010297029703,101,2
4782,3857968,"-",94.6669333333333,75,2
4783,3858343,"-",97.8968421052632,95,2
4784,3858502,"-",97.6447058823529,85,2
4785,3860464,"-",99.1219298245614,114,2
4786,3864695,"-",100,99,2
4787,3865117,"-",98.43625,64,2
4788,3866652,"-",98.8921111111111,90,2
4789,3868450,"-",97.9417525773196,97,2
4790,3868747,"-",95.4132110091743,109,2
4791,3869098,"-",92.3917391304348,92,2
4792,3872059,"-",100,129,2
4793,3872383,"-",93.8789795918367,98,2
4794,3873533,"-",100,122,2
4795,3879446,"-",97.1385714285714,105,2
4796,3882403,"-",98.8625,88,2
4797,3886585,"-",97.8731914893617,94,2
4798,3886947,"-",98.9111956521739,92,2
4799,3889206,"-",99.0829357798165,109,2
4800,3889629,"-",100,120,2
4801,3889754,"-",100,110,2
4802,3892168,"-",97.4358974358974,78,2
4803,3893103,"-",97.8265217391304,92,2
4804,3893545,"-",91.3562962962963,81,2
4805,3893863,"-",93.9059756097561,82,2
4806,3895167,"-",97.9827272727273,99,2
4807,3897287,"-",99.0315533980583,103,2
4808,3899945,"-",85.3636585365854,82,2
4809,3900614,"-",95.7894736842105,95,2
4810,3902470,"-",95.65,46,2
4811,3913267,"-",99.1474358974359,117,2
4812,3914689,"-",97.78,90,2
4813,3917715,"-",97.268,110,2
4814,3918174,"-",100,141,2
4815,3918651,"-",99.2129133858268,127,2
4816,3920745,"-",100,117,2
4817,3920937,"-",100,117,2
4818,3923386,"-",100,131,2
4819,3924491,"-",96.5232173913043,115,2
4820,3925619,"-",99.1223684210526,114,2
4821,3925637,"-",94.4488888888889,90,2
4822,3926741,"-",96.7463414634146,123,2
4823,3928439,"-",100,129,2
4824,3930915,"-",98.2128571428571,112,2
4825,3936950,"-",96.9459541984733,131,2
4826,3939920,"-",90.5297894736842,95,2
4827,3958969,"-",100,61,2
4828,3966057,"-",94.6686666666667,75,2
4829,3970929,"-",100,129,2
4830,3972927,"-",96.1538461538462,104,2
4831,3973920,"-",87.21,86,2
4832,3976206,"-",91.4624390243902,82,2
4833,3976338,"-",100,111,2
4834,3977616,"-",100,79,2
4835,3979254,"-",100,113,2
4836,3980023,"-",98.949052631579,95,2
4837,3985805,"-",100,58,2
4838,3985868,"-",100,57,2
4839,3986843,"-",100,32,2
4840,3988156,"-",100,48,2
4841,3991155,"-",95.4577272727273,44,2
4842,3996191,"-",98.9812244897959,98,2
4843,3996629,"-",88.406231884058,69,2
4844,3997076,"-",96.2985185185185,81,2
4845,3997256,"-",66.6631746031746,63,2
4846,3997298,"-",89.8549275362319,69,2
4847,3999910,"-",96.0787254901961,102,2
4848,4000006,"-",92.5911111111111,81,2
4849,4001000,"-",100,109,2
4850,4001965,"-",99.1680833333333,120,2
4851,4002148,"-",98.4954887218045,133,2
4852,4002433,"-",94.7790434782609,115,2
4853,4005978,"-",97.914375,96,2
4854,4010800,"-",100,108,2
4855,4013168,"-",100,109,2
4856,4013360,"-",98.876404494382,89,2
4857,4018255,"-",92.5005,80,2
4858,4023681,"-",100,116,2
4859,4025884,"-",99.1522033898305,118,2
4860,4027405,"-",100,115,2
4861,4032421,"-",99.0192156862745,102,2
4862,4032532,"-",100,115,2
4863,4032679,"-",99.0401923076923,104,2
4864,4033560,"-",100,79,2
4865,4035159,"-",98.938085106383,94,2
4866,4036085,"-",99.1511016949153,118,2
4867,4036338,"-",97.9581632653061,98,2
4868,4037151,"-",98.3865322580645,124,2
4869,4037370,"-",93.5194444444444,108,2
4870,4038807,"-",97.7283333333333,132,2
4871,4039443,"-",100,125,2
4872,4039563,"-",99.2415909090909,132,2
4873,4040696,"-",90.6990697674419,86,2
4874,4041620,"-",100,109,2
4875,4042785,"-",100,107,2
4876,4044168,"-",100,105,2
4877,4046726,"-",96.4264285714286,112,2
4878,4050270,"-",96.1166990291262,103,2
4879,4051377,"-",93.74875,64,2
4880,4051908,"-",98.98,98,2
4881,4053078,"-",97.7033333333333,87,2
4882,4055357,"-",81.3332,75,2
4883,4055831,"-",100,100,2
4884,4056839,"-",97.0305940594059,101,2
4885,4059988,"-",100,118,2
4886,4061081,"-",91.4065625,128,2
4887,4067097,"-",100,87,2
4888,4071573,"-",97.5619512195122,41,2
4889,4071667,"-",98.1457407407407,54,2
4890,4072114,"-",100,36,2
4891,4077978,"-",98.4359375,64,2
4892,4083712,"-",91.9387096774194,62,2
4893,4084258,"-",98.2144642857143,56,2
4894,4085847,"-",98.215,56,2
4895,4087648,"-",100,41,2
4896,4087829,"-",100,26,2
4897,4093218,"-",100,36,2
4898,4097212,"-",97.1004347826087,69,2
4899,4109888,"-",100,97,2
4900,4115633,"-",92.0409090909091,88,2
4901,4121988,"-",97.4145689655172,116,2
4902,4122164,"-",98.2454385964912,114,2
4903,4124125,"-",98.796265060241,166,2
4904,4124272,"-",99.3750625,160,2
4905,4126287,"-",88.4628846153846,104,2
4906,4127401,"-",99.364076433121,157,2
4907,4128387,"-",93.2740336134454,119,2
4908,4130782,"-",100,174,2
4909,4132430,"-",94.530625,128,2
4910,4133492,"-",99.3934545454545,165,2
4911,4133926,"-",98.4881818181818,132,2
4912,4134936,"-",94.1573722627737,137,2
